order_id,distance_km,traffic_level,weather,time_of_day,day_of_week,area_type,package_weight_kg,num_stops,rider_experience_years,rider_rating,vehicle_type,is_peak_hour,fuel_level_pct,delivery_time_minutes
ORD100810,6.73,Severe,Clear,Evening,Sun,Rural,3.9,2,1.1,4.58,Scooter,1,14.3,54.08
ORD100811,2.8,High,Extreme_Heat,Evening,Mon,Rural,13.57,1,5.4,4.34,Motorcycle,0,16.5,33.72
ORD100812,6.3,Low,Fog,Morning,Sun,Urban,2.29,0,3.0,4.49,Motorcycle,0,29.5,32.3
ORD100813,10.97,Severe,Clear,Evening,Fri,Rural,0.78,0,1.3,4.55,Motorcycle,0,92.8,50.27
ORD100814,1.72,High,Clear,Evening,Tue,Urban,0.75,0,0.4,4.37,Motorcycle,0,21.4,18.64
ORD100815,6.73,Medium,Clear,Evening,Sun,Suburban,0.32,0,3.1,4.93,Electric_Two_Wheeler,0,77.3,26.59
ORD100816,3.76,Medium,Clear,Night,Sun,Urban,0.36,1,2.3,4.09,Motorcycle,0,88.0,18.36
ORD100817,2.52,Medium,Clear,Evening,Tue,Urban,5.13,1,11.0,3.97,Scooter,0,89.0,17.4
ORD100818,5.0,Low,Extreme_Heat,Morning,Mon,Rural,0.4,0,3.6,3.59,Scooter,0,47.5,23.43
ORD100819,5.09,Medium,Clear,Afternoon,Mon,Rural,1.52,0,0.3,4.6,Motorcycle,0,54.6,27.22
ORD100820,14.36,High,Fog,Afternoon,Sun,Suburban,2.6,0,3.3,4.07,Electric_Two_Wheeler,0,39.1,67.79
ORD100821,2.58,Low,Clear,Morning,Fri,Suburban,4.0,0,0.7,4.81,Scooter,0,23.3,9.61
ORD100822,4.08,Medium,Rain,Night,Thu,Urban,0.58,1,8.2,4.4,Electric_Two_Wheeler,0,29.1,30.68
ORD100823,4.03,Medium,Rain,Morning,Fri,Suburban,1.35,2,0.0,4.16,Electric_Two_Wheeler,0,22.1,31.8
ORD100824,2.57,Medium,Clear,Evening,Tue,Suburban,0.78,0,0.7,3.88,Motorcycle,0,46.7,23.83
ORD100825,2.12,Severe,Clear,Afternoon,Tue,Urban,0.79,1,1.7,4.64,Scooter,0,25.3,31.22
ORD100826,3.02,Medium,Rain,Morning,Sat,Urban,0.92,0,0.2,4.28,Scooter,0,46.3,25.11
ORD100827,3.67,Medium,Clear,Night,Thu,Urban,1.97,1,1.1,4.41,Scooter,0,86.6,29.15
ORD100828,2.04,High,Clear,Night,Sun,Suburban,0.23,1,1.7,4.54,Scooter,0,68.9,24.1
ORD100829,6.96,Medium,Clear,Afternoon,Tue,Urban,1.25,0,1.5,4.41,Motorcycle,1,69.6,42.72
ORD100830,5.4,Low,Extreme_Heat,Morning,Sat,Urban,0.61,1,1.5,3.96,Scooter,0,83.1,27.63
ORD100831,1.75,Medium,Clear,Morning,Mon,Urban,7.03,0,5.3,4.51,Motorcycle,0,13.7,17.89
ORD100832,2.99,Low,Fog,Afternoon,Tue,Suburban,1.95,1,1.8,4.63,Scooter,1,81.5,32.76
ORD100833,4.27,Low,Clear,Afternoon,Wed,Suburban,4.25,0,7.1,4.44,Scooter,0,27.7,8.37
ORD100834,6.08,Medium,Rain,Afternoon,Thu,Suburban,0.64,0,0.4,4.55,Motorcycle,1,41.1,37.52
ORD100835,3.69,Medium,Clear,Night,Sat,Urban,3.52,0,0.8,4.59,Electric_Two_Wheeler,0,37.7,20.91
ORD100836,5.87,Severe,Fog,Evening,Thu,Urban,1.27,1,2.7,4.14,Motorcycle,1,19.5,60.66
ORD100837,4.83,Medium,Clear,Night,Thu,Urban,0.59,1,0.8,4.13,Motorcycle,0,25.6,29.45
ORD100838,6.3,Medium,Rain,Evening,Wed,Suburban,3.06,1,1.1,5.0,Motorcycle,0,96.1,39.59
ORD100839,2.37,Medium,Rain,Afternoon,Fri,Urban,3.07,2,5.8,4.83,Motorcycle,1,64.0,33.67
ORD100840,5.51,Low,Clear,Night,Mon,Urban,11.19,0,1.9,4.28,Electric_Two_Wheeler,0,52.7,32.36
ORD100841,3.77,High,Clear,Afternoon,Thu,Suburban,3.24,0,1.0,4.57,Scooter,1,78.2,38.09
ORD100842,7.58,Low,Clear,Night,Tue,Urban,0.51,3,3.7,3.92,Electric_Two_Wheeler,0,83.2,37.43
ORD100843,2.33,Severe,Clear,Afternoon,Mon,Suburban,0.98,0,0.2,4.06,Scooter,0,19.9,31.23
ORD100844,4.88,Low,Fog,Morning,Tue,Urban,1.4,0,2.1,3.8,Electric_Two_Wheeler,0,76.7,34.14
ORD100845,4.1,Medium,Clear,Night,Mon,Suburban,0.47,1,0.3,4.41,Scooter,0,93.9,23.86
ORD100846,3.53,Low,Clear,Evening,Sun,Urban,3.3,0,0.5,4.42,Electric_Two_Wheeler,1,62.7,24.3
ORD100847,3.07,Severe,Rain,Night,Mon,Urban,1.7,1,0.2,4.73,Electric_Two_Wheeler,0,65.3,41.16
ORD100848,3.22,Medium,Clear,Night,Sat,Urban,5.98,0,5.8,4.22,Scooter,0,88.3,16.83
ORD100849,10.13,Medium,Clear,Morning,Tue,Suburban,1.98,1,0.1,4.73,Electric_Two_Wheeler,0,71.2,41.61
ORD100850,3.47,Low,Clear,Afternoon,Tue,Rural,1.68,0,1.8,4.56,Scooter,1,99.6,11.61
ORD100851,9.68,High,Extreme_Heat,Afternoon,Sun,Urban,0.35,0,0.6,5.0,Scooter,0,35.4,52.83
ORD100852,3.53,Low,Fog,Evening,Mon,Suburban,0.52,1,1.2,4.97,Scooter,0,86.1,28.76
ORD100853,4.37,High,Fog,Evening,Thu,Suburban,3.99,0,1.7,4.9,Electric_Two_Wheeler,1,65.1,37.91
ORD100854,3.93,Low,Clear,Afternoon,Tue,Rural,9.55,1,1.5,4.63,Motorcycle,0,42.9,21.17
ORD100855,10.02,Low,Rain,Evening,Sun,Suburban,1.27,0,3.4,3.94,Motorcycle,0,89.5,37.26
ORD100856,6.5,Low,Clear,Evening,Wed,Urban,3.52,0,6.1,4.42,Motorcycle,1,99.7,33.74
ORD100857,2.89,Medium,Clear,Morning,Wed,Suburban,2.18,0,0.9,5.0,Electric_Two_Wheeler,0,15.2,19.36
ORD100858,1.48,Medium,Clear,Evening,Mon,Urban,6.59,1,0.1,4.5,Motorcycle,0,93.3,22.16
ORD100859,2.94,Low,Clear,Evening,Fri,Urban,0.74,0,5.6,3.97,Scooter,0,28.3,13.49
ORD100860,8.43,High,Clear,Night,Mon,Urban,1.77,2,9.6,4.43,Scooter,0,28.5,45.53
ORD100861,1.82,Medium,Clear,Afternoon,Sun,Rural,1.25,0,1.4,3.9,Scooter,0,13.8,14.59
ORD100862,1.53,Medium,Clear,Morning,Mon,Rural,1.76,1,1.5,3.96,Motorcycle,0,93.0,21.83
ORD100863,2.54,Medium,Clear,Afternoon,Thu,Suburban,0.83,1,0.4,4.47,Scooter,0,78.3,27.94
ORD100864,2.03,Medium,Rain,Morning,Thu,Rural,1.58,0,1.6,4.6,Scooter,0,14.8,17.97
ORD100865,2.24,Medium,Clear,Night,Sat,Suburban,2.16,0,0.9,3.98,Electric_Two_Wheeler,0,67.0,19.53
ORD100866,1.11,Low,Rain,Morning,Sun,Urban,0.37,0,13.0,4.08,Scooter,0,20.8,7.91
ORD100867,4.42,Low,Clear,Evening,Fri,Urban,2.92,0,0.5,3.73,Motorcycle,0,77.6,19.15
ORD100868,4.97,High,Fog,Afternoon,Sun,Urban,2.65,0,1.2,4.25,Scooter,1,46.8,45.97
ORD100869,3.46,Severe,,Afternoon,Sun,Urban,4.45,1,2.4,3.52,Scooter,1,14.7,45.56
ORD100870,1.49,Medium,Clear,Morning,Fri,Urban,1.31,1,1.1,4.18,Scooter,0,84.6,16.1
ORD100871,2.55,Low,Clear,Evening,Sun,Urban,0.33,3,1.6,4.33,Scooter,0,61.5,26.98
ORD100872,4.88,Medium,Rain,Evening,Fri,Suburban,1.44,0,9.1,3.6,Electric_Two_Wheeler,1,79.6,36.73
ORD100873,5.29,Medium,Fog,Afternoon,Fri,Suburban,0.5,0,1.8,3.9,Scooter,0,70.7,36.1
ORD100874,1.13,Low,Clear,Night,Fri,Suburban,2.29,0,6.0,4.28,Scooter,0,49.1,5.0
ORD100875,4.01,Low,Clear,Afternoon,Sun,Rural,0.3,1,0.1,4.22,Motorcycle,0,72.9,18.61
ORD100876,2.42,High,Fog,Afternoon,Sun,Urban,1.14,1,0.3,4.24,Motorcycle,1,11.3,44.82
ORD100877,3.84,High,Rain,Afternoon,Mon,Suburban,0.37,1,7.2,4.42,Motorcycle,0,40.6,38.85
ORD100878,1.57,Low,Clear,Morning,Sun,Urban,0.21,0,0.3,3.63,Electric_Two_Wheeler,0,80.0,7.43
ORD100879,1.24,Low,Clear,Night,Mon,Urban,6.67,0,3.3,4.58,Motorcycle,0,78.7,11.24
ORD100880,3.4,Low,Clear,Afternoon,Sat,Rural,11.31,2,1.5,4.17,Scooter,0,89.9,27.57
ORD100881,3.6,High,Rain,Morning,Wed,Urban,1.82,1,1.3,4.06,Motorcycle,0,65.0,32.41
ORD100882,2.17,Low,Clear,Afternoon,Wed,Urban,0.75,0,2.7,3.55,Motorcycle,0,94.8,16.05
ORD100883,9.17,Low,Extreme_Heat,Evening,Sat,Urban,5.04,0,3.3,4.19,Scooter,1,60.2,52.33
ORD100884,2.38,High,Clear,Afternoon,Sat,Suburban,5.33,1,6.7,4.5,Scooter,0,55.0,25.86
ORD100885,2.35,Low,Clear,Evening,Tue,Rural,4.06,0,0.7,4.36,Scooter,0,27.7,13.76
ORD100886,3.92,High,Clear,Morning,Mon,Urban,1.77,0,3.0,4.37,Scooter,0,80.1,25.52
ORD100887,3.61,Low,Extreme_Heat,Afternoon,Fri,Suburban,0.36,1,1.0,4.16,Scooter,0,72.3,21.77
ORD100888,2.38,Low,Fog,Evening,Tue,Urban,0.39,0,3.2,4.28,Scooter,1,51.5,24.29
ORD100889,4.95,Low,Clear,Morning,Thu,Urban,4.74,0,0.4,3.86,Electric_Two_Wheeler,0,17.8,22.68
ORD100890,4.92,High,Rain,Night,Mon,Urban,4.37,0,1.5,4.3,Electric_Two_Wheeler,0,21.3,37.24
ORD100891,3.97,High,Clear,Morning,Sun,Suburban,1.34,0,0.5,4.1,Motorcycle,0,20.3,28.12
ORD100892,4.39,High,Clear,Evening,Sat,Urban,1.0,1,1.0,3.85,Motorcycle,0,43.8,31.06
ORD100893,3.76,Medium,Clear,Afternoon,Wed,Suburban,2.27,1,3.1,4.6,Scooter,1,24.3,27.96
ORD100894,3.63,High,Clear,Evening,Mon,Urban,3.49,1,0.7,3.67,Electric_Two_Wheeler,0,87.5,32.22
ORD100895,1.59,Low,Clear,Morning,Sat,Urban,2.83,2,2.9,4.51,Motorcycle,0,90.9,10.88
ORD100896,4.11,Low,Extreme_Heat,Morning,Mon,Suburban,2.11,1,1.7,4.53,Scooter,0,87.1,27.68
ORD100897,6.57,High,Clear,Morning,Sun,Urban,0.73,0,0.2,4.09,Scooter,0,64.8,39.03
ORD100898,4.4,Low,Extreme_Heat,Morning,Mon,Urban,0.81,0,1.2,4.71,Scooter,0,63.7,24.99
ORD100899,3.17,Low,Clear,Afternoon,Sun,Urban,2.78,2,5.1,4.08,Scooter,1,90.2,31.22
ORD100900,6.39,Low,Rain,Afternoon,Mon,Suburban,3.45,0,11.3,4.06,Scooter,1,46.6,35.86
ORD100901,4.4,Low,Clear,Evening,Thu,Suburban,0.45,0,1.2,3.82,Scooter,0,15.6,23.16
ORD100902,2.36,Low,Clear,Evening,Wed,Urban,0.61,0,0.1,4.3,Scooter,1,52.3,20.27
ORD100903,6.38,Medium,Clear,Evening,Mon,Urban,2.48,1,0.3,3.92,Scooter,0,59.8,36.11
ORD100904,2.8,Medium,Clear,Evening,Sat,Urban,1.19,0,3.9,3.98,Electric_Two_Wheeler,1,59.5,21.76
ORD100905,1.88,High,Rain,Afternoon,Thu,Urban,1.86,3,2.7,4.27,Scooter,1,24.3,39.18
ORD100906,2.19,High,Clear,Afternoon,Tue,Suburban,2.11,4,0.8,4.29,Scooter,1,80.5,41.75
ORD100907,2.64,Medium,Rain,Afternoon,Mon,Suburban,3.19,0,1.2,4.8,Motorcycle,1,75.9,30.03
ORD100908,1.54,Low,Clear,Evening,Sun,Suburban,3.48,1,4.2,4.67,Electric_Two_Wheeler,1,30.7,18.26
ORD100909,8.02,Medium,Clear,Morning,Thu,Urban,0.86,0,1.3,4.52,Scooter,0,59.6,33.84
ORD100910,1.21,Medium,Clear,Morning,Fri,Suburban,1.76,1,3.5,4.24,Electric_Two_Wheeler,0,81.1,7.53
ORD100911,5.32,Low,Extreme_Heat,Evening,Tue,Suburban,0.46,0,0.9,4.14,Scooter,0,10.7,27.35
ORD100912,4.53,Medium,Rain,Morning,Wed,Suburban,3.89,0,3.2,4.29,Scooter,0,34.8,23.05
ORD100913,4.35,Medium,Clear,Night,Mon,Suburban,3.93,0,1.6,4.08,Scooter,0,52.5,23.94
ORD100914,4.92,Medium,Clear,Night,Mon,Suburban,0.91,2,2.0,4.02,Motorcycle,0,86.1,37.79
ORD100915,3.37,Medium,Clear,Morning,Thu,Suburban,0.55,1,2.3,,Scooter,0,81.9,24.2
ORD100916,5.34,Low,Extreme_Heat,Morning,Wed,Urban,0.35,0,1.5,3.95,Motorcycle,0,23.6,26.12
ORD100917,3.56,Severe,Rain,Afternoon,Fri,Suburban,1.91,1,1.6,3.97,Scooter,0,51.6,38.63
ORD100918,2.97,High,Clear,Evening,Tue,Urban,0.39,0,0.8,4.68,Motorcycle,0,37.4,23.46
ORD100919,1.65,Low,Clear,Afternoon,Sat,Suburban,2.48,2,10.6,3.75,Scooter,1,46.1,19.29
ORD100920,4.65,High,Clear,Evening,Wed,Suburban,2.47,0,5.9,3.88,Motorcycle,1,58.7,35.78
ORD100921,4.7,Medium,Extreme_Heat,Evening,Mon,Suburban,2.1,0,1.9,4.81,Motorcycle,0,54.9,27.35
ORD100922,3.76,High,,Afternoon,Thu,Urban,4.38,0,0.1,4.14,Motorcycle,1,22.7,32.44
ORD100923,6.03,High,Rain,Morning,Fri,Urban,1.15,2,0.5,4.85,Scooter,0,21.0,51.48
ORD100924,7.38,Medium,Clear,Evening,Thu,Urban,4.85,1,4.8,3.83,Motorcycle,1,21.7,47.85
ORD100925,2.72,Low,Rain,Morning,Tue,Suburban,0.28,0,6.7,4.33,Motorcycle,0,85.7,19.09
ORD100926,5.46,Low,Rain,Evening,Sun,Suburban,0.44,1,0.4,4.61,Scooter,1,11.8,39.9
ORD100927,1.63,Medium,Rain,Afternoon,Sun,Suburban,1.26,1,3.3,3.94,Electric_Two_Wheeler,0,28.2,18.09
ORD100928,3.93,Medium,Rain,Evening,Wed,Urban,2.0,0,2.4,,Motorcycle,1,96.0,29.81
ORD100929,3.39,Low,Fog,Night,Thu,Rural,0.27,0,0.9,4.14,Motorcycle,0,15.9,19.85
ORD100930,6.13,Low,Clear,Night,Sat,Rural,1.88,1,1.4,4.5,Scooter,0,13.3,26.55
ORD100931,2.85,High,Clear,Afternoon,Sat,Urban,0.93,0,2.8,4.03,Motorcycle,1,44.9,26.51
ORD100932,7.61,Severe,Clear,Morning,Sun,Suburban,4.56,1,0.3,4.9,Scooter,0,23.6,47.4
ORD100933,3.27,Medium,Extreme_Heat,Evening,Sun,Suburban,1.72,0,0.5,4.42,Scooter,1,60.9,25.25
ORD100934,1.65,Low,Clear,Afternoon,Thu,Suburban,1.97,1,0.1,5.0,Scooter,1,40.5,17.15
ORD100935,1.29,Low,Rain,Morning,Mon,Rural,6.02,0,5.8,4.77,Motorcycle,0,28.8,8.05
ORD100936,5.79,Low,Rain,Night,Thu,Urban,3.09,0,2.1,4.63,Scooter,0,99.9,32.61
ORD100937,1.53,Severe,Clear,Morning,Fri,Suburban,1.35,0,1.9,3.92,Motorcycle,0,40.7,28.32
ORD100938,5.05,Low,Clear,Morning,Wed,Suburban,1.5,0,3.1,4.33,Scooter,0,67.7,20.79
ORD100939,5.72,Medium,Clear,Morning,Tue,Suburban,2.29,1,11.1,4.17,Scooter,0,88.7,28.51
ORD100940,2.34,Low,Clear,Evening,Sat,Suburban,0.65,0,0.5,4.31,Motorcycle,0,93.0,14.57
ORD100941,4.47,Medium,Clear,Evening,Thu,Rural,0.39,0,0.4,4.36,Motorcycle,1,46.9,28.0
ORD100942,9.14,High,Clear,Afternoon,Fri,Urban,0.95,0,0.9,3.94,Scooter,0,97.9,49.98
ORD100943,3.44,High,Fog,Afternoon,Sun,Suburban,3.21,1,5.9,4.24,Scooter,1,75.2,43.91
ORD100944,1.37,Low,Extreme_Heat,Afternoon,Sat,Urban,0.79,0,1.3,4.26,Scooter,0,62.5,18.48
ORD100945,2.58,Low,Clear,Evening,Sat,Urban,0.48,0,3.9,3.9,Motorcycle,0,72.4,7.67
ORD100946,9.85,Low,Clear,Morning,Tue,Urban,0.69,0,0.6,4.62,Scooter,0,42.4,42.4
ORD100947,6.0,Severe,Clear,Night,Sat,Suburban,2.47,0,1.7,4.39,Motorcycle,0,48.2,36.13
ORD100948,1.77,High,Rain,Morning,Fri,Rural,2.1,1,0.3,4.63,Motorcycle,0,62.8,33.56
ORD100949,7.26,Medium,Fog,Night,Sat,Urban,2.53,0,1.3,4.49,Scooter,0,39.4,43.64
ORD100950,7.51,Medium,Clear,Morning,Sat,Urban,0.98,0,0.8,3.61,Scooter,0,79.2,37.38
ORD100951,2.88,High,Clear,Evening,Thu,Suburban,4.82,0,2.0,3.97,Scooter,0,32.6,23.6
ORD100952,1.61,Low,Rain,Morning,Thu,Suburban,1.4,0,3.8,,Scooter,0,81.7,16.33
ORD100953,6.88,Severe,Rain,Morning,Sun,Rural,1.64,0,7.0,4.61,Motorcycle,0,23.7,48.95
ORD100954,10.62,Medium,Clear,Night,Wed,Urban,6.14,1,0.8,3.65,Motorcycle,0,29.6,55.73
ORD100955,2.38,Medium,Rain,Night,Mon,Urban,7.95,0,3.4,4.49,Motorcycle,0,77.8,30.2
ORD100956,5.79,Medium,Clear,Afternoon,Fri,Urban,2.37,0,5.4,3.97,Scooter,0,33.7,28.13
ORD100957,2.42,Low,Clear,Evening,Mon,Urban,5.99,0,0.3,3.46,Electric_Two_Wheeler,1,81.6,13.32
ORD100958,2.35,Low,Rain,Evening,Mon,Urban,1.76,1,2.2,4.96,Scooter,0,80.5,25.5
ORD100959,4.48,High,Fog,Night,Sat,Urban,0.93,0,2.4,4.33,Scooter,0,33.2,34.56
ORD100960,2.19,Low,Clear,Afternoon,Sun,Urban,0.96,0,0.8,4.39,Motorcycle,0,16.6,14.37
ORD100961,3.69,Medium,Extreme_Heat,Afternoon,Tue,Urban,1.84,1,0.1,3.8,Motorcycle,1,25.0,34.42
ORD100962,7.66,Low,Clear,Afternoon,Tue,Rural,2.06,0,0.7,3.84,Scooter,0,77.7,25.95
ORD100963,1.43,Medium,Rain,Afternoon,Sat,Urban,1.36,1,2.2,3.66,Motorcycle,0,86.2,25.89
ORD100964,6.25,Low,Clear,Night,Sun,Urban,4.5,0,0.5,4.87,Electric_Two_Wheeler,0,44.5,25.15
ORD100965,4.27,Medium,Fog,Morning,Fri,Suburban,1.31,2,0.8,3.64,Motorcycle,0,24.8,39.96
ORD100966,4.96,High,Extreme_Heat,Morning,Mon,Suburban,0.84,0,3.1,4.95,Scooter,0,16.8,33.68
ORD100967,4.02,Low,Clear,Evening,Wed,Suburban,0.22,2,1.3,3.91,Motorcycle,0,29.4,33.33
ORD100968,8.3,Medium,Extreme_Heat,Evening,Sun,Suburban,7.25,0,0.2,3.81,Motorcycle,0,98.2,34.92
ORD100969,4.79,Medium,Fog,Morning,Mon,Suburban,3.68,1,1.3,4.28,Motorcycle,0,25.3,36.3
ORD100970,3.03,High,Rain,Afternoon,Tue,Suburban,2.11,0,15.0,4.03,Motorcycle,1,17.8,34.86
ORD100971,4.28,Severe,Clear,Night,Mon,Suburban,3.75,0,0.8,4.34,Electric_Two_Wheeler,0,80.7,33.67
ORD100972,2.93,High,Fog,Morning,Thu,Suburban,3.52,0,0.8,3.95,Scooter,0,65.4,29.97
ORD100973,2.46,Low,Fog,Evening,Thu,Urban,5.57,1,0.5,4.17,Scooter,1,58.1,35.68
ORD100974,7.21,Low,Clear,Evening,Wed,Urban,1.18,0,0.8,4.0,Motorcycle,0,50.3,34.11
ORD100975,2.94,Low,Extreme_Heat,Afternoon,Fri,Suburban,1.82,1,2.1,4.64,Scooter,0,73.2,18.32
ORD100976,1.24,Medium,Clear,Night,Mon,Urban,0.41,1,8.4,4.51,Scooter,0,72.9,10.24
ORD100977,4.99,Low,Clear,Evening,Thu,Rural,6.92,0,2.3,4.4,Motorcycle,0,48.2,21.38
ORD100978,3.05,Medium,Clear,Afternoon,Fri,Urban,8.62,1,1.3,4.72,Scooter,1,31.1,32.12
ORD100979,9.27,Medium,Clear,Evening,Sun,Urban,3.31,0,1.2,4.41,Motorcycle,0,85.7,44.45
ORD100980,5.5,Medium,Rain,Evening,Sun,Rural,1.41,1,0.1,4.37,Motorcycle,0,24.8,33.54
ORD100981,8.99,High,Clear,Evening,Thu,Urban,1.57,0,0.0,4.25,Scooter,1,58.1,54.8
ORD100982,6.16,Low,Extreme_Heat,Night,Fri,Rural,1.34,1,4.0,4.01,Electric_Two_Wheeler,0,72.3,32.45
ORD100983,7.33,Low,Clear,Afternoon,Fri,Rural,0.89,0,1.7,4.01,Scooter,1,67.5,34.62
ORD100984,4.82,High,Clear,Afternoon,Thu,Suburban,1.7,0,0.1,4.36,Motorcycle,0,65.7,27.29
ORD100985,6.41,Medium,Clear,Morning,Sat,Suburban,0.31,0,0.8,4.71,Motorcycle,0,69.6,37.59
ORD100986,2.25,High,Clear,Morning,Tue,Suburban,9.83,2,1.1,4.53,Scooter,0,88.8,33.59
ORD100987,6.14,Medium,Extreme_Heat,Morning,Fri,Suburban,1.3,0,3.8,4.53,Scooter,0,42.9,26.14
ORD100988,1.59,Low,Rain,Night,Sun,Suburban,5.44,0,1.4,3.86,Scooter,0,66.5,18.1
ORD100989,3.7,High,Fog,Evening,Sat,Suburban,2.78,2,3.9,4.51,Motorcycle,1,72.7,45.84
ORD100990,2.65,High,Clear,Evening,Mon,Rural,0.88,1,2.5,4.14,Motorcycle,1,63.1,29.23
ORD100991,4.49,High,Clear,Evening,Sat,Suburban,0.7,0,0.1,4.37,Scooter,1,91.3,33.23
ORD100992,2.89,Low,Clear,Evening,Thu,Rural,11.09,0,8.7,4.52,Motorcycle,1,68.9,21.47
ORD100993,1.63,Medium,Clear,Afternoon,Sat,Urban,3.16,1,0.5,3.84,Scooter,1,48.2,26.4
ORD100994,1.54,Medium,Clear,Night,Tue,Urban,0.77,1,0.8,4.36,Motorcycle,0,86.1,16.83
ORD100995,1.72,Low,Rain,Afternoon,Thu,Urban,0.34,1,4.1,4.39,Electric_Two_Wheeler,1,54.1,23.48
ORD100996,4.57,Severe,Clear,Night,Wed,Urban,2.59,0,0.5,4.7,Scooter,0,57.7,36.28
ORD100997,4.67,Low,Rain,Evening,Mon,Suburban,0.92,0,1.3,4.09,Electric_Two_Wheeler,1,62.4,30.46
ORD100998,2.89,Severe,Clear,Afternoon,Sun,Urban,0.7,1,5.0,4.28,Motorcycle,1,39.1,41.89
ORD100999,5.09,Medium,Clear,Evening,Wed,Rural,2.86,0,2.5,4.37,Electric_Two_Wheeler,1,75.0,31.39
ORD101000,3.47,Low,Rain,Afternoon,Sat,Urban,2.47,0,0.9,4.09,Scooter,0,18.8,25.37
ORD101001,4.87,Medium,Clear,Morning,Fri,Urban,1.51,1,2.6,4.09,Scooter,0,88.2,33.47
ORD101002,3.84,High,Fog,Evening,Sat,Urban,5.92,2,4.2,4.07,Scooter,0,77.9,44.19
ORD101003,6.29,High,Rain,Afternoon,Sun,Suburban,2.48,1,1.3,4.25,Motorcycle,1,41.8,48.97
ORD101004,2.22,High,Clear,Morning,Sun,Urban,4.68,0,2.1,5.0,Motorcycle,0,30.4,28.16
ORD101005,1.12,High,Extreme_Heat,Night,Fri,Urban,0.62,0,11.0,4.26,Scooter,0,44.9,19.2
ORD101006,3.49,High,Clear,Evening,Wed,Suburban,0.9,0,8.3,4.5,Motorcycle,0,82.5,22.48
ORD101007,4.09,High,Clear,Night,Wed,Urban,0.42,2,1.8,4.31,Scooter,0,12.8,40.63
ORD101008,1.92,Low,Rain,Evening,Fri,Urban,0.93,1,0.3,4.18,Scooter,0,52.1,18.3
ORD101009,2.13,Medium,Clear,Afternoon,Tue,Suburban,7.34,1,3.0,4.29,Scooter,1,32.9,24.76
ORD101010,5.41,Low,Fog,Afternoon,Mon,Urban,6.79,1,0.8,4.61,Scooter,1,88.7,43.42
ORD101011,5.49,Severe,Fog,Evening,Thu,Urban,3.06,1,2.8,4.28,Scooter,0,47.2,54.39
ORD101012,3.4,Severe,Extreme_Heat,Night,Wed,Urban,1.67,0,1.1,4.24,Scooter,0,72.8,37.51
ORD101013,1.32,Low,Clear,Afternoon,Mon,Urban,3.24,1,3.2,4.21,Electric_Two_Wheeler,1,42.2,13.96
ORD101014,5.28,High,Clear,Night,Thu,Suburban,1.81,2,1.1,3.9,Motorcycle,0,39.7,35.15
ORD101015,4.06,Severe,Rain,Night,Sat,Urban,0.21,2,7.1,4.72,Scooter,0,39.3,45.61
ORD101016,2.68,Low,Clear,Evening,Thu,Suburban,1.59,0,0.4,4.12,Motorcycle,1,71.0,19.94
ORD101017,6.69,Medium,Clear,Night,Wed,Rural,2.03,2,0.2,4.89,Motorcycle,0,96.8,30.41
ORD101018,0.82,Severe,Clear,Afternoon,Tue,Urban,0.82,0,3.8,4.4,Scooter,0,28.7,28.1
ORD101019,3.7,Low,Clear,Night,Tue,Rural,0.65,1,1.3,4.86,Motorcycle,0,68.0,19.8
ORD101020,5.32,High,Clear,Evening,Mon,Urban,0.84,0,1.6,4.22,Motorcycle,0,33.9,34.32
ORD101021,1.6,Low,Fog,Morning,Sat,Urban,2.15,2,6.8,4.01,Motorcycle,0,59.4,23.77
ORD101022,1.5,Severe,Fog,Night,Mon,Urban,0.52,0,2.2,4.72,Motorcycle,0,58.7,29.96
ORD101023,9.77,Severe,Clear,Afternoon,Fri,Urban,2.75,0,2.7,4.08,Motorcycle,0,50.5,56.18
ORD101024,5.46,Severe,Clear,Afternoon,Tue,Suburban,1.3,0,0.0,4.81,Scooter,0,54.9,41.32
ORD101025,8.34,Medium,Clear,Evening,Mon,Urban,1.07,0,2.8,4.53,Electric_Two_Wheeler,0,89.2,38.26
ORD101026,6.4,High,Fog,Morning,Fri,Suburban,3.49,0,1.2,4.89,Scooter,0,18.0,47.84
ORD101027,4.62,High,Clear,Afternoon,Sat,Suburban,1.61,0,1.5,3.91,Electric_Two_Wheeler,0,84.7,28.6
ORD101028,10.56,Medium,Rain,Evening,Sun,Urban,1.15,1,4.1,4.68,Scooter,0,51.6,57.94
ORD101029,4.32,High,Clear,Morning,Thu,Suburban,4.41,0,1.9,4.0,Scooter,0,40.0,27.37
ORD101030,3.52,Low,Rain,Afternoon,Mon,Rural,1.12,2,10.8,3.34,Motorcycle,1,25.9,30.71
ORD101031,6.41,Medium,Clear,Morning,Fri,Urban,4.12,0,4.0,4.66,Scooter,0,83.3,34.23
ORD101032,6.76,Low,Rain,Afternoon,Tue,Urban,1.6,1,3.3,4.3,Motorcycle,1,63.3,39.99
ORD101033,5.03,Low,Clear,Evening,Thu,Urban,0.67,1,2.2,4.68,Scooter,0,75.6,28.73
ORD101034,2.68,Low,Rain,Evening,Mon,Urban,2.1,2,1.3,4.34,Motorcycle,1,38.3,36.47
ORD101035,6.39,High,Clear,Night,Tue,Urban,0.87,0,0.1,4.31,Scooter,0,45.4,44.75
ORD101036,2.65,Medium,Rain,Evening,Sun,Urban,0.52,1,0.0,4.9,Scooter,0,92.2,29.17
