distance_km,package_weight_kg,num_stops,rider_experience_years,rider_rating,is_peak_hour,fuel_level_pct,delivery_time_minutes,traffic_level_Low,traffic_level_Medium,traffic_level_Severe,weather_Extreme_Heat,weather_Fog,weather_Rain,time_of_day_Evening,time_of_day_Morning,time_of_day_Night,day_of_week_Mon,day_of_week_Sat,day_of_week_Sun,day_of_week_Thu,day_of_week_Tue,day_of_week_Wed,area_type_Suburban,area_type_Urban,vehicle_type_Motorcycle,vehicle_type_Scooter
9.72,2.54,0,0.4,4.83,0,76.2,48.46,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True
3.91,2.41,0,1.1,4.5,0,78.7,27.91,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False
9.2,2.39,1,5.4,4.64,1,59.4,47.22,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
2.42,1.14,1,4.0,4.24,0,46.5,31.51,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
10.97,3.73,0,4.9,4.48,1,97.9,61.88,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
7.36,3.38,0,0.0,4.65,0,47.1,27.54,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
3.15,2.82,1,0.1,4.05,1,93.0,22.77,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
4.45,1.71,1,4.1,4.12,0,82.1,31.25,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
5.13,3.33,2,3.3,3.86,1,47.8,38.9,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
6.26,0.43,0,1.5,4.23,0,76.2,42.96,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True
5.26,6.63,0,5.1,4.82,0,97.2,24.63,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
7.37,5.14,0,7.4,4.23,1,88.5,52.5,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
4.76,0.68,1,3.1,4.78,1,59.6,38.99,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
6.01,1.6,1,4.1,4.33,0,63.7,24.76,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
3.91,8.64,2,8.1,4.59,0,28.9,45.13,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
0.79,0.57,0,4.0,3.07,0,58.1,22.5,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True
1.6,3.12,0,1.9,4.37,1,42.0,15.76,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
3.82,0.62,0,0.9,4.56,0,69.4,47.37,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False
7.0,5.0,0,2.3,4.22,1,76.9,36.82,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
8.23,0.58,2,2.8,4.44,1,13.5,43.7,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
5.6,8.85,0,3.8,4.29,0,67.9,39.26,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
3.91,5.62,0,2.1,4.28,0,89.0,25.04,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
4.66,1.57,1,4.5,4.36,0,36.3,24.51,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
6.66,0.25,2,0.7,4.63,1,95.4,49.97,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
9.39,1.78,0,1.6,4.34,1,98.9,62.36,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
10.18,0.88,0,3.6,4.32,1,38.5,58.9,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True
5.85,2.95,2,4.4,4.04,0,39.4,45.25,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False
2.81,0.52,1,0.8,4.51,0,94.0,28.79,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False
2.58,2.69,0,5.7,3.81,1,49.6,21.16,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
1.66,2.63,1,1.8,4.24,0,35.2,12.62,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
2.94,7.64,0,3.5,4.36,0,77.1,23.19,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
1.88,8.33,2,3.6,4.42,1,68.0,40.35,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
5.74,2.13,0,5.6,4.58,0,36.4,23.85,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1.1,1.82,1,2.3,4.31,1,65.7,13.62,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
9.15,0.54,0,3.6,4.65,0,74.3,47.7,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
4.71,0.68,0,1.6,4.89,1,73.9,21.72,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
1.47,1.33,2,6.8,5.0,0,88.0,18.37,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False
7.31,1.38,1,0.8,4.43,1,28.9,46.75,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
9.89,2.72,1,0.0,4.24,0,55.0,45.8,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
3.54,0.84,1,2.6,4.53,1,57.4,32.86,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
2.94,1.47,1,0.3,3.9,1,95.2,26.21,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
1.06,3.59,1,0.2,4.12,0,22.2,23.05,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
11.02,0.95,2,0.4,3.99,0,21.6,54.57,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
4.53,3.3,0,2.6,4.59,0,23.6,30.83,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
1.73,1.5,2,0.8,3.93,0,28.8,25.47,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False
1.17,0.49,2,0.1,4.85,1,34.4,29.98,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
3.39,0.94,0,4.2,4.11,0,50.4,29.58,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False
2.56,1.82,0,0.0,4.14,0,67.1,13.8,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
5.36,0.9,0,2.5,4.92,0,11.5,42.94,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False
2.84,1.03,0,2.3,4.1,0,23.7,27.86,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
2.83,1.55,1,3.6,4.23,1,70.6,32.74,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
4.96,1.45,1,6.8,4.23,0,70.5,34.55,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
8.95,4.46,2,0.8,3.85,0,73.9,43.31,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
3.12,0.52,0,1.6,4.82,0,78.0,18.43,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False
6.39,0.9,2,5.1,3.85,0,65.9,37.05,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
10.13,1.56,0,1.0,4.09,0,91.8,45.61,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True
2.23,3.94,1,0.1,3.77,0,83.4,38.4,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
1.63,0.75,0,0.7,4.48,1,75.3,19.31,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
7.73,1.36,0,5.2,4.69,1,69.0,50.87,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
7.87,0.97,0,0.9,3.86,0,94.0,42.89,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
1.24,0.41,1,8.4,4.51,0,72.9,10.24,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
3.46,0.43,0,0.5,4.56,1,85.5,31.02,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2.22,2.26,0,0.8,4.3,0,40.8,16.35,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
2.44,0.26,0,1.1,3.91,0,28.1,25.65,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
4.52,1.56,0,5.4,4.45,0,68.5,32.98,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
3.32,0.58,1,0.0,3.27,0,98.5,30.25,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
3.15,1.79,1,1.5,4.82,1,60.6,27.91,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
9.07,3.99,0,1.9,3.78,0,22.3,42.16,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
1.85,0.26,0,0.6,3.82,1,72.6,29.8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
6.12,0.77,1,2.7,3.29,1,76.1,35.42,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
2.9,0.7,1,0.6,4.42,0,15.7,37.18,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
1.55,0.45,0,0.4,4.28,0,22.5,19.71,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
1.7,2.47,3,1.7,4.68,0,36.5,31.02,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
1.81,1.71,0,3.1,4.73,0,68.1,8.16,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
7.29,0.56,0,0.5,4.45,0,47.2,39.08,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
3.44,2.21,0,0.1,3.97,0,76.6,21.49,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
7.31,4.4,1,0.1,4.69,0,40.7,34.53,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
4.56,10.12,0,0.3,4.87,1,37.9,48.18,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
8.4,1.79,0,4.0,4.02,0,42.9,35.56,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False
2.33,4.45,1,0.2,3.77,0,72.7,22.22,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False
2.11,1.8,2,1.1,3.66,0,78.8,16.51,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
2.98,0.7,0,0.6,3.59,0,76.3,16.9,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
3.7,0.73,1,1.5,5.0,1,46.4,43.66,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
4.17,0.52,0,0.0,4.14,0,94.2,18.61,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
3.87,1.19,1,0.7,3.65,1,64.7,32.19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
1.72,0.44,0,0.2,4.25,0,57.7,12.12,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
1.01,2.78,1,2.9,4.28,1,50.1,22.29,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
2.13,1.49,0,3.0,4.41,0,85.5,31.51,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False
4.24,5.62,1,5.0,4.18,0,70.8,34.51,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
6.43,3.48,0,0.3,4.11,1,15.6,48.86,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
6.5,0.53,0,3.6,4.07,0,13.2,42.6,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False
1.67,5.25,1,3.5,4.32,1,90.3,32.75,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2.52,1.52,0,0.2,4.47,1,28.9,34.31,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False
1.98,1.27,0,0.8,4.26,1,90.1,18.07,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
2.87,1.22,1,7.6,3.76,0,57.4,16.63,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
1.54,1.49,0,4.5,3.57,0,12.9,13.03,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
2.48,1.03,0,0.5,3.88,1,20.5,16.3,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
2.0,0.64,0,2.2,4.22,0,57.2,24.39,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
4.06,1.5,0,5.8,4.7,1,70.1,33.08,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
3.36,5.05,0,3.5,4.97,0,93.8,27.16,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False
5.94,1.91,0,0.3,4.38,0,67.4,40.7,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
6.54,0.25,0,4.1,4.35,0,77.5,36.05,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
8.75,2.9,0,1.5,4.26,1,18.7,55.02,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,False
7.31,0.34,0,0.3,4.36,1,87.0,42.94,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True
3.21,5.01,0,3.9,4.79,1,91.3,18.18,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
5.03,0.9,2,0.5,3.91,0,25.6,38.39,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
14.36,2.6,0,3.3,4.07,0,39.1,67.79,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
6.99,1.91,1,3.9,4.16,1,29.6,36.65,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
3.9,0.39,1,3.9,4.32,1,80.9,39.18,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
4.13,6.72,1,1.6,4.46,1,92.2,49.76,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
3.55,0.68,0,3.0,3.7,0,32.7,22.49,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
1.76,1.38,0,11.5,4.42,0,22.3,14.01,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
2.83,1.13,3,4.4,4.59,1,20.2,41.2,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
8.92,1.76,1,0.9,4.23,0,71.4,44.25,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
4.07,7.56,0,0.5,4.39,0,39.2,35.44,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False
1.64,1.71,0,1.4,4.45,0,41.1,15.05,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
4.81,0.55,1,3.8,4.11,0,80.8,52.36,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
4.77,0.61,1,0.7,4.22,0,69.9,43.34,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
10.98,0.34,0,1.4,4.13,1,45.2,36.28,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2.32,1.22,1,0.7,5.0,0,99.0,25.68,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
10.37,11.31,0,0.5,3.91,1,89.7,56.75,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9.27,3.31,0,1.2,4.41,0,85.7,44.45,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
3.58,1.62,1,0.1,3.8,0,78.3,33.05,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False
2.57,4.61,1,2.1,3.95,0,74.8,26.72,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
9.62,6.87,3,1.9,4.14,1,71.6,70.81,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True
2.5,1.02,0,1.2,5.0,0,87.7,25.95,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False
2.72,1.03,0,0.6,4.19,1,48.3,24.54,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
2.99,1.31,0,0.2,4.26,0,94.5,18.54,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
5.17,2.37,0,0.1,4.0,0,66.0,34.5,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False
1.83,2.22,0,1.4,4.91,0,93.7,10.58,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
5.21,0.97,1,0.4,3.72,1,53.1,37.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
5.78,0.88,0,0.7,4.23,1,19.6,26.89,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
1.41,2.4,1,0.2,4.43,1,96.5,26.3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
8.17,0.24,0,0.2,3.97,0,43.0,32.31,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True
5.18,4.4,2,2.5,4.5,0,16.8,53.85,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False
7.21,6.24,2,2.0,4.32,0,41.5,48.54,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
3.8,1.69,2,1.3,4.1,1,56.9,34.72,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2.43,1.1,1,0.3,3.99,0,93.7,13.91,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2.37,3.07,2,5.8,4.83,1,64.0,33.67,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
5.66,0.66,0,6.0,4.2,0,19.2,36.82,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False
5.2,0.77,1,1.6,3.92,0,21.2,26.41,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
3.16,0.98,0,3.5,3.86,1,14.3,33.47,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0.71,1.87,1,2.5,3.74,0,53.0,23.24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
8.82,3.96,0,0.6,3.94,0,20.4,50.83,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
10.0,0.48,0,0.6,3.9,1,51.7,61.41,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True
1.57,3.42,0,0.7,4.47,1,73.9,40.31,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
8.63,3.42,0,2.6,4.26,0,13.8,41.67,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1.26,3.39,1,2.8,4.52,1,41.2,32.58,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False
3.89,1.57,2,0.1,3.73,0,50.5,26.88,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
12.67,3.01,0,0.2,4.23,0,25.7,61.3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2.12,0.89,2,0.4,4.9,0,91.5,37.87,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
1.77,2.1,1,0.3,4.63,0,62.8,33.56,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
6.63,4.51,1,1.1,4.58,0,50.4,43.14,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
2.86,0.95,0,2.0,3.54,0,45.3,37.45,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False
2.54,4.46,2,2.0,5.0,0,23.3,15.09,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
7.23,2.01,0,1.8,4.36,0,81.9,32.94,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1.65,1.79,0,7.3,4.33,0,32.8,11.62,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
3.25,4.0,0,1.8,4.07,1,89.2,22.53,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
14.14,0.35,0,1.6,4.3,0,61.1,54.9,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
0.8,1.4,0,1.3,4.2,1,12.2,13.53,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
1.43,2.5,0,1.4,4.1,1,78.3,16.18,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
4.02,0.22,2,1.3,3.91,0,29.4,33.33,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False
1.77,4.13,2,1.6,3.88,0,83.7,28.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
5.12,1.27,0,2.7,4.34,1,39.3,34.99,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False
5.95,3.07,0,1.2,3.25,1,86.2,36.13,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
2.72,3.26,3,1.0,4.09,0,94.7,41.57,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
5.38,0.9,0,0.2,4.81,0,35.0,31.58,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
7.42,0.3,1,1.1,4.55,1,93.3,34.08,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
2.9,1.04,0,4.4,3.79,0,65.4,31.35,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
4.63,1.57,0,1.5,3.76,1,67.7,28.96,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
3.04,3.89,0,1.3,4.01,1,84.7,20.04,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
7.53,1.02,0,2.2,4.32,0,53.4,37.68,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
12.44,4.21,0,0.4,4.54,0,24.2,52.7,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
11.69,0.89,0,0.1,4.45,1,50.7,45.25,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
6.13,1.88,1,1.4,4.5,0,13.3,26.55,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
2.38,5.6,0,0.8,4.42,1,54.5,30.73,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
2.49,0.83,1,0.4,4.34,0,76.1,30.94,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
4.08,0.62,0,0.3,4.9,0,34.1,24.84,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
2.04,0.27,0,6.5,3.44,1,34.0,26.29,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
3.2,2.46,0,1.9,3.37,0,98.7,35.17,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False
9.14,0.95,0,0.9,3.94,0,97.9,49.98,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
2.0,2.38,0,4.2,4.77,1,47.1,37.23,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
5.22,0.23,0,1.5,4.29,0,95.8,28.15,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
3.78,10.45,0,3.4,4.57,0,85.4,45.65,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True
8.8,2.33,1,1.8,4.3,1,42.9,52.76,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
2.94,3.66,1,1.6,4.32,0,28.1,24.74,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
5.98,4.98,0,2.5,4.54,1,91.2,43.37,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
8.19,1.93,0,1.7,4.45,0,22.3,47.24,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
6.41,0.31,0,0.8,4.71,0,69.6,37.59,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
4.33,0.79,1,1.2,4.09,0,97.7,42.56,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False
3.73,0.89,1,3.0,3.99,0,88.7,27.49,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True
1.82,0.32,0,2.6,3.22,1,48.8,31.87,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
3.41,2.58,0,0.1,4.27,0,29.4,26.04,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
8.99,1.57,0,0.0,4.25,1,58.1,54.8,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
2.12,1.88,1,2.3,5.0,1,58.0,30.71,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
2.24,0.85,0,0.3,4.25,0,65.6,21.92,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
5.41,1.51,0,8.8,4.77,0,84.4,22.97,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
4.85,2.11,0,0.9,3.66,0,87.6,25.59,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False
2.09,2.21,1,4.5,4.64,1,55.1,36.93,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
2.68,4.15,0,0.6,4.55,0,88.5,31.34,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True
1.57,2.99,0,2.6,4.04,1,87.9,20.59,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1.87,1.55,1,0.0,4.0,0,20.4,22.5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
7.57,2.1,0,0.5,3.96,1,35.9,41.95,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
9.03,1.15,1,2.0,4.04,0,40.4,39.52,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
3.39,0.27,0,0.9,4.14,0,15.9,19.85,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
1.77,6.2,0,5.0,4.29,1,76.0,12.03,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
4.26,1.54,0,2.2,4.45,1,34.8,30.58,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
1.12,1.15,0,0.1,4.31,0,96.9,16.54,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
