delivery_id,date,rider_id,vehicle_type,zone,time_of_day,weather,traffic_condition,distance_km,shipment_weight_kg,order_volume_parcels,sla_minutes,delivery_time_min,delayed,fuel_cost_inr,delivery_cost_inr,customer_rating
DEL-11462,2026-05-17,RDR-054,Scooter,Zone C - South,Evening (16-21),Clear,High,2.59,1.87,3,35,12.3,0,4.3,33.26,4.8
DEL-10927,2026-05-17,RDR-043,Motorbike,Zone E - West,Morning (6-11),Clear,Medium,5.91,2.15,3,40,18.5,0,14.16,38.46,4.8
DEL-11194,2026-05-17,RDR-012,Scooter,Zone B - North,Evening (16-21),Clear,High,4.13,1.26,1,35,19.7,0,8.03,36.81,5.0
DEL-10225,2026-05-17,RDR-040,Scooter,Zone B - North,Evening (16-21),Cloudy,Medium,3.58,2.3,1,35,10.3,0,6.81,29.5,5.0
DEL-11012,2026-05-17,RDR-040,E-Bike,Zone B - North,Morning (6-11),Clear,Low,2.37,1.92,2,35,15.2,0,1.49,20.0,5.0
DEL-11771,2026-05-17,RDR-021,Motorbike,Zone E - West,Afternoon (11-16),Cloudy,Medium,2.98,3.18,3,40,18.1,0,6.77,32.03,5.0
DEL-11693,2026-05-17,RDR-048,Scooter,Zone A - Central,Evening (16-21),Clear,Medium,9.21,1.78,1,30,37.1,1,17.3,43.5,4.1
DEL-10377,2026-05-17,RDR-051,Scooter,Zone D - East,Afternoon (11-16),Cloudy,High,2.64,2.19,1,40,18.9,0,4.98,23.22,5.0
DEL-10877,2026-05-17,RDR-045,Motorbike,Zone A - Central,Afternoon (11-16),Cloudy,Low,6.27,1.19,1,30,15.5,0,13.77,43.41,5.0
DEL-11116,2026-05-17,RDR-053,Scooter,Zone D - East,Evening (16-21),Clear,High,6.29,2.67,1,40,34.7,0,11.37,42.92,5.0
DEL-11484,2026-05-17,RDR-011,Scooter,Zone C - South,Night (21-2),Cloudy,Medium,2.93,3.46,2,35,19.0,0,5.08,31.45,4.7
DEL-11309,2026-05-17,RDR-024,E-Bike,Zone B - North,Afternoon (11-16),Rain,Low,5.85,3.19,3,35,32.9,0,3.31,33.17,4.8
DEL-11488,2026-05-18,RDR-042,Scooter,Zone A - Central,Morning (6-11),Clear,Medium,3.69,0.39,1,30,21.6,0,6.41,30.82,4.1
DEL-10960,2026-05-18,RDR-023,Scooter,Zone A - Central,Afternoon (11-16),Clear,Medium,2.94,1.43,1,30,16.5,0,4.83,29.84,4.9
DEL-11439,2026-05-18,RDR-017,Motorbike,Zone E - West,Evening (16-21),Cloudy,Low,3.41,3.47,1,40,16.3,0,7.34,28.11,5.0
DEL-11490,2026-05-18,RDR-046,Scooter,Zone A - Central,Evening (16-21),Clear,Low,1.58,5.16,3,30,12.9,0,3.12,28.32,4.8
DEL-10198,2026-05-18,RDR-022,E-Bike,Zone C - South,Evening (16-21),Clear,Low,9.86,1.16,1,35,31.9,0,5.91,29.55,5.0
DEL-11417,2026-05-18,RDR-060,Scooter,Zone C - South,Afternoon (11-16),Clear,Low,1.9,2.35,1,35,13.2,0,3.28,25.29,4.8
DEL-10998,2026-05-18,RDR-021,E-Bike,Zone B - North,Morning (6-11),Cloudy,Medium,4.94,2.37,1,35,21.5,0,2.68,21.05,5.0
DEL-10492,2026-05-18,RDR-043,Scooter,Zone D - East,Afternoon (11-16),Clear,Medium,6.49,0.5,1,40,23.2,0,11.52,31.13,5.0
DEL-11735,2026-05-18,RDR-007,E-Bike,Zone B - North,Evening (16-21),Cloudy,Medium,2.14,0.85,1,35,14.4,0,1.17,28.34,4.9
DEL-11013,2026-05-18,RDR-015,Scooter,Zone B - North,Morning (6-11),Cloudy,Low,4.39,0.34,1,35,19.5,0,7.51,36.6,5.0
DEL-10465,2026-05-18,RDR-031,Scooter,Zone A - Central,Afternoon (11-16),Clear,Low,2.82,0.66,1,30,7.3,0,4.65,28.95,5.0
DEL-10362,2026-05-18,RDR-001,Motorbike,Zone B - North,Afternoon (11-16),Cloudy,Low,1.8,2.02,1,35,4.7,0,4.46,26.13,5.0
DEL-11100,2026-05-18,RDR-006,Scooter,Zone A - Central,Evening (16-21),Clear,Low,4.22,4.68,1,30,12.8,0,7.55,30.99,5.0
DEL-11941,2026-05-18,RDR-057,Scooter,Zone E - West,Morning (6-11),Clear,Medium,3.48,2.05,2,40,21.0,0,6.41,35.2,5.0
DEL-11101,2026-05-18,RDR-020,E-Bike,Zone D - East,Evening (16-21),Clear,Low,2.53,3.64,2,40,15.3,0,1.38,24.5,5.0
DEL-10394,2026-05-18,RDR-047,Scooter,Zone E - West,Evening (16-21),Rain,High,10.71,1.7,1,40,77.1,1,20.92,46.46,3.7
DEL-10768,2026-05-18,RDR-059,Scooter,Zone C - South,Afternoon (11-16),Cloudy,High,1.5,1.56,1,35,10.8,0,2.54,31.96,5.0
DEL-11772,2026-05-18,RDR-006,E-Bike,Zone B - North,Morning (6-11),Clear,Low,1.25,4.35,2,35,13.6,0,0.73,25.06,5.0
DEL-11110,2026-05-18,RDR-052,E-Bike,Zone C - South,Night (21-2),Rain,Medium,8.38,1.19,2,35,52.0,1,4.66,30.76,3.4
DEL-11224,2026-05-18,RDR-022,Scooter,Zone A - Central,Night (21-2),Clear,High,2.32,1.18,2,30,14.6,0,4.09,28.21,4.9
DEL-10945,2026-05-18,RDR-027,Scooter,Zone A - Central,Night (21-2),Rain,High,0.72,1.92,2,30,10.8,0,1.28,29.5,5.0
DEL-11246,2026-05-18,RDR-060,Scooter,Zone C - South,Afternoon (11-16),Cloudy,Medium,2.54,1.25,2,35,15.0,0,4.17,31.32,5.0
DEL-11364,2026-05-18,RDR-004,Motorbike,Zone E - West,Afternoon (11-16),Clear,Medium,1.58,2.7,1,40,10.0,0,3.27,29.58,5.0
DEL-10629,2026-05-18,RDR-058,Scooter,Zone B - North,Evening (16-21),Clear,Medium,2.17,5.58,1,35,8.5,0,3.77,30.34,4.6
DEL-10820,2026-05-18,RDR-004,E-Bike,Zone E - West,Morning (6-11),Clear,Medium,2.63,3.17,4,40,16.7,0,1.61,30.16,5.0
DEL-11817,2026-05-19,RDR-002,Motorbike,Zone D - East,Afternoon (11-16),Clear,High,2.73,2.05,2,40,22.1,0,6.71,29.71,4.7
DEL-10170,2026-05-19,RDR-016,Motorbike,Zone D - East,Evening (16-21),Clear,Low,4.21,1.03,1,40,12.8,0,10.11,36.63,5.0
DEL-10477,2026-05-19,RDR-024,Motorbike,Zone D - East,Evening (16-21),Clear,Low,1.8,1.03,1,40,13.0,0,4.16,24.29,5.0
DEL-11615,2026-05-19,RDR-005,Motorbike,Zone A - Central,Night (21-2),Cloudy,Medium,1.02,2.41,1,30,13.9,0,2.52,29.9,5.0
DEL-11848,2026-05-19,RDR-059,E-Bike,Zone D - East,Evening (16-21),Clear,Low,2.95,1.76,1,40,12.6,0,1.63,29.83,5.0
DEL-10036,2026-05-19,RDR-021,Scooter,Zone A - Central,Afternoon (11-16),Rain,Medium,4.48,2.78,2,30,29.0,0,8.02,28.95,4.6
DEL-11831,2026-05-19,RDR-055,Motorbike,Zone D - East,Night (21-2),Clear,Medium,15.68,1.39,2,40,46.8,1,39.64,69.2,3.8
DEL-10909,2026-05-19,RDR-017,Scooter,Zone B - North,Night (21-2),Clear,Medium,3.53,4.86,1,35,12.9,0,6.28,27.88,5.0
DEL-11925,2026-05-19,RDR-047,Scooter,Zone A - Central,Morning (6-11),Cloudy,Low,7.88,1.85,1,30,32.4,1,13.1,42.23,3.7
DEL-10287,2026-05-19,RDR-038,Motorbike,Zone B - North,Morning (6-11),Clear,Medium,2.36,2.96,2,35,8.1,0,5.45,29.29,4.9
DEL-11046,2026-05-19,RDR-055,Scooter,Zone B - North,Afternoon (11-16),Clear,Medium,1.13,2.25,1,35,13.1,0,2.12,28.86,4.9
DEL-10134,2026-05-19,RDR-037,E-Bike,Zone D - East,Evening (16-21),Clear,Low,11.38,3.53,1,40,33.2,0,6.34,29.4,5.0
DEL-11479,2026-05-19,RDR-031,Scooter,Zone B - North,Morning (6-11),Clear,Medium,2.11,1.18,2,35,9.2,0,3.6,30.18,4.9
DEL-11523,2026-05-19,RDR-055,Scooter,Zone A - Central,Evening (16-21),Clear,Medium,2.98,5.3,2,30,19.9,0,5.88,28.13,5.0
DEL-11209,2026-05-19,RDR-027,E-Bike,Zone C - South,Evening (16-21),Clear,High,2.46,2.54,1,35,21.8,0,1.52,22.75,4.5
DEL-11773,2026-05-19,RDR-028,E-Bike,Zone D - East,Afternoon (11-16),Cloudy,Medium,1.67,2.88,2,40,12.8,0,1.0,24.7,4.9
DEL-11922,2026-05-19,RDR-032,Motorbike,Zone D - East,Evening (16-21),Clear,Low,3.13,3.18,1,40,12.9,0,7.39,29.51,4.8
DEL-11211,2026-05-19,RDR-041,Motorbike,Zone D - East,Night (21-2),Clear,Low,3.37,3.37,2,40,15.4,0,7.08,27.76,5.0
DEL-11066,2026-05-19,RDR-040,Scooter,Zone A - Central,Afternoon (11-16),Clear,Low,9.61,2.17,1,30,29.2,0,15.58,45.04,5.0
DEL-10717,2026-05-19,RDR-002,E-Bike,Zone E - West,Evening (16-21),Rain,Medium,9.15,2.25,1,40,54.3,1,5.86,32.9,3.0
DEL-10243,2026-05-19,RDR-028,Scooter,Zone E - West,Afternoon (11-16),Clear,Medium,4.08,4.96,2,40,15.5,0,7.1,30.97,4.7
DEL-10962,2026-05-19,RDR-060,Scooter,Zone B - North,Afternoon (11-16),Clear,High,1.89,0.77,2,35,12.2,0,3.4,31.43,5.0
DEL-11863,2026-05-20,RDR-056,Motorbike,Zone A - Central,Evening (16-21),Clear,Medium,3.43,1.46,1,30,13.9,0,7.45,31.9,5.0
DEL-10574,2026-05-20,RDR-003,E-Bike,Zone A - Central,Night (21-2),Cloudy,Low,6.94,1.44,3,30,25.3,0,3.95,24.52,4.7
DEL-10547,2026-05-20,RDR-052,Motorbike,Zone B - North,Afternoon (11-16),Cloudy,Medium,4.62,3.68,1,35,18.1,0,9.84,31.05,5.0
DEL-11864,2026-05-20,RDR-004,E-Bike,Zone A - Central,Evening (16-21),Cloudy,Medium,8.19,1.83,3,30,44.0,1,5.22,25.21,3.5
DEL-11991,2026-05-20,RDR-010,Scooter,Zone A - Central,Afternoon (11-16),Clear,Low,4.63,0.7,3,30,16.7,0,7.79,34.29,4.6
DEL-11038,2026-05-20,RDR-058,Scooter,Zone A - Central,Evening (16-21),Cloudy,Medium,1.9,2.17,1,30,8.0,0,3.32,31.55,5.0
DEL-11034,2026-05-20,RDR-049,Scooter,Zone A - Central,Afternoon (11-16),Clear,Medium,1.65,0.75,2,30,9.4,0,2.9,29.21,5.0
DEL-10315,2026-05-20,RDR-015,Motorbike,Zone A - Central,Afternoon (11-16),Clear,High,5.05,3.7,1,30,23.7,0,12.21,38.12,4.9
DEL-10108,2026-05-20,RDR-034,Scooter,Zone A - Central,Evening (16-21),Rain,Low,2.6,1.9,2,30,12.2,0,4.65,30.72,5.0
DEL-11894,2026-05-20,RDR-028,Motorbike,Zone D - East,Evening (16-21),Clear,Medium,2.65,1.38,1,40,14.5,0,6.21,32.47,5.0
DEL-10322,2026-05-20,RDR-051,Motorbike,Zone C - South,Morning (6-11),Cloudy,Medium,5.11,4.95,2,35,14.4,0,12.06,42.71,4.6
DEL-11264,2026-05-20,RDR-009,Scooter,Zone D - East,Evening (16-21),Rain,High,1.95,0.55,2,40,18.7,0,3.66,27.79,4.6
DEL-10488,2026-05-20,RDR-022,E-Bike,Zone C - South,Afternoon (11-16),Cloudy,Medium,3.51,3.2,1,35,22.7,0,2.21,25.94,4.9
DEL-11157,2026-05-20,RDR-047,E-Bike,Zone A - Central,Evening (16-21),Cloudy,Medium,4.84,1.33,1,30,25.7,0,2.67,29.15,4.8
DEL-10675,2026-05-20,RDR-025,E-Bike,Zone B - North,Afternoon (11-16),Rain,High,2.15,2.12,2,35,19.9,0,1.26,26.21,4.2
DEL-11959,2026-05-20,RDR-030,Motorbike,Zone A - Central,Afternoon (11-16),Cloudy,Low,4.77,1.96,2,30,22.6,0,10.45,34.55,5.0
DEL-10018,2026-05-20,RDR-048,Scooter,Zone A - Central,Afternoon (11-16),Clear,Medium,1.91,2.25,2,30,13.4,0,3.46,29.15,4.7
DEL-10218,2026-05-20,RDR-039,Motorbike,Zone E - West,Afternoon (11-16),Cloudy,Medium,1.51,0.85,4,40,11.0,0,3.18,32.19,4.9
DEL-10349,2026-05-20,RDR-039,Motorbike,Zone A - Central,Evening (16-21),Cloudy,Medium,2.9,2.77,1,30,8.1,0,6.33,28.22,4.8
DEL-11319,2026-05-20,RDR-039,Scooter,Zone D - East,Evening (16-21),Clear,High,10.11,2.99,1,40,51.7,1,17.17,41.3,3.6
DEL-10910,2026-05-20,RDR-054,Motorbike,Zone A - Central,Evening (16-21),Rain,Medium,3.55,1.43,2,30,27.0,0,8.2,30.35,5.0
DEL-10130,2026-05-20,RDR-047,Scooter,Zone A - Central,Evening (16-21),Clear,Medium,3.5,1.2,1,30,12.1,0,5.83,31.6,5.0
DEL-11982,2026-05-20,RDR-018,Motorbike,Zone A - Central,Afternoon (11-16),Rain,Medium,8.36,3.33,1,30,43.4,1,18.66,39.88,3.1
DEL-10904,2026-05-20,RDR-019,Scooter,Zone C - South,Evening (16-21),Rain,Low,1.72,2.44,2,35,11.2,0,3.29,27.68,5.0
DEL-10089,2026-05-21,RDR-028,Motorbike,Zone B - North,Night (21-2),Clear,Low,1.18,1.44,2,35,11.7,0,2.9,32.3,5.0
DEL-11154,2026-05-21,RDR-031,Motorbike,Zone B - North,Morning (6-11),Cloudy,Low,2.3,1.03,4,35,16.0,0,5.78,30.45,5.0
DEL-10086,2026-05-21,RDR-008,Motorbike,Zone A - Central,Night (21-2),Clear,High,4.3,2.71,2,30,19.5,0,9.05,32.98,5.0
DEL-11195,2026-05-21,RDR-018,E-Bike,Zone C - South,Morning (6-11),Cloudy,Medium,1.51,1.68,2,35,11.4,0,0.85,25.48,5.0
DEL-11219,2026-05-21,RDR-008,Scooter,Zone D - East,Morning (6-11),Clear,High,3.27,5.6,1,40,27.6,0,6.37,33.9,5.0
DEL-11870,2026-05-21,RDR-005,E-Bike,Zone B - North,Afternoon (11-16),Clear,High,2.47,8.61,1,35,19.0,0,1.53,35.57,4.6
DEL-11809,2026-05-21,RDR-001,Scooter,Zone A - Central,Evening (16-21),Clear,Low,5.15,0.74,2,30,17.1,0,9.6,29.04,5.0
DEL-10109,2026-05-21,RDR-019,Scooter,Zone E - West,Evening (16-21),Clear,High,4.46,0.52,2,40,23.2,0,8.45,30.88,5.0
DEL-11715,2026-05-21,RDR-041,E-Bike,Zone B - North,Afternoon (11-16),Clear,High,3.27,1.61,1,35,23.3,0,2.05,22.61,5.0
DEL-10961,2026-05-21,RDR-047,Motorbike,Zone B - North,Evening (16-21),Clear,Medium,1.97,6.11,1,35,11.5,0,4.31,32.53,4.8
DEL-11745,2026-05-21,RDR-018,Motorbike,Zone A - Central,Evening (16-21),Cloudy,Medium,6.22,1.36,2,30,23.7,0,14.91,39.23,4.9
DEL-10128,2026-05-21,RDR-002,Scooter,Zone E - West,Night (21-2),Clear,Low,3.76,0.69,1,40,6.0,0,6.66,34.89,5.0
DEL-10890,2026-05-21,RDR-056,Motorbike,Zone B - North,Afternoon (11-16),Clear,Medium,7.34,5.45,2,35,30.1,0,15.73,41.62,4.6
DEL-10859,2026-05-21,RDR-022,Scooter,Zone A - Central,Evening (16-21),Rain,Medium,5.68,0.48,2,30,32.5,1,11.16,39.86,4.0
DEL-10622,2026-05-21,RDR-057,Scooter,Zone B - North,Evening (16-21),Clear,Medium,5.44,2.33,1,35,20.9,0,10.1,38.56,4.9
DEL-10787,2026-05-21,RDR-001,Scooter,Zone A - Central,Evening (16-21),Rain,High,4.13,2.56,1,30,37.1,1,7.47,35.76,3.6
DEL-10633,2026-05-21,RDR-002,Motorbike,Zone A - Central,Afternoon (11-16),Rain,Medium,2.86,1.65,1,30,14.3,0,7.21,28.4,4.6
DEL-10715,2026-05-21,RDR-035,E-Bike,Zone B - North,Evening (16-21),Clear,Medium,1.17,2.14,1,35,10.4,0,0.67,23.86,5.0
DEL-11958,2026-05-21,RDR-022,Motorbike,Zone A - Central,Evening (16-21),Cloudy,Low,7.21,3.36,3,30,15.7,0,16.17,44.76,5.0
DEL-11468,2026-05-21,RDR-030,E-Bike,Zone E - West,Evening (16-21),Cloudy,Medium,2.56,1.96,1,40,15.5,0,1.54,24.99,4.8
DEL-10982,2026-05-21,RDR-005,Scooter,Zone D - East,Evening (16-21),Cloudy,High,1.01,2.42,1,40,9.2,0,1.89,34.1,4.7
DEL-10083,2026-05-21,RDR-043,Scooter,Zone E - West,Morning (6-11),Cloudy,Low,4.64,2.35,1,40,20.4,0,8.81,33.36,5.0
DEL-11552,2026-05-21,RDR-042,E-Bike,Zone C - South,Evening (16-21),Rain,Medium,5.38,1.96,1,35,36.4,1,3.28,26.16,3.6
DEL-10268,2026-05-21,RDR-005,Scooter,Zone A - Central,Evening (16-21),Cloudy,Medium,1.64,2.57,1,30,12.1,0,2.66,20.97,5.0
DEL-11553,2026-05-21,RDR-034,E-Bike,Zone C - South,Evening (16-21),Clear,Medium,2.64,1.31,2,35,12.0,0,1.71,27.12,4.8
DEL-11881,2026-05-21,RDR-007,E-Bike,Zone D - East,Evening (16-21),Cloudy,Medium,1.61,1.89,3,40,7.8,0,0.91,29.88,4.6
DEL-11521,2026-05-21,RDR-047,E-Bike,Zone B - North,Evening (16-21),Clear,Medium,5.18,3.68,1,35,32.8,0,3.34,28.43,4.6
DEL-10279,2026-05-21,RDR-025,Motorbike,Zone A - Central,Morning (6-11),Clear,Low,5.1,1.72,1,30,20.7,0,11.94,33.87,5.0
DEL-10227,2026-05-21,RDR-027,Scooter,Zone C - South,Morning (6-11),Cloudy,High,4.61,0.88,3,35,27.8,0,8.82,34.43,5.0
DEL-11487,2026-05-21,RDR-022,Motorbike,Zone A - Central,Morning (6-11),Cloudy,High,5.38,1.0,4,30,25.6,0,13.25,39.2,4.9
DEL-11565,2026-05-21,RDR-004,Scooter,Zone D - East,Afternoon (11-16),Clear,High,1.78,2.34,1,40,14.0,0,3.46,27.69,5.0
DEL-10355,2026-05-21,RDR-031,Motorbike,Zone A - Central,Afternoon (11-16),Clear,High,1.89,2.23,1,30,13.4,0,4.31,28.54,5.0
DEL-10007,2026-05-21,RDR-027,E-Bike,Zone D - East,Afternoon (11-16),Clear,Low,0.95,3.31,1,40,7.7,0,0.58,24.62,5.0
DEL-10010,2026-05-21,RDR-031,Scooter,Zone A - Central,Evening (16-21),Clear,High,2.76,2.16,1,30,10.6,0,4.67,29.92,5.0
DEL-11360,2026-05-22,RDR-014,E-Bike,Zone D - East,Evening (16-21),Clear,Medium,0.55,1.34,2,40,5.8,0,0.35,24.52,4.8
DEL-11431,2026-05-22,RDR-017,Motorbike,Zone E - West,Morning (6-11),Clear,Medium,2.64,2.71,1,40,11.6,0,5.82,27.66,5.0
DEL-11987,2026-05-22,RDR-005,Motorbike,Zone B - North,Afternoon (11-16),Rain,Medium,7.68,1.2,1,35,34.9,0,18.75,43.3,4.8
DEL-10125,2026-05-22,RDR-020,Scooter,Zone D - East,Morning (6-11),Cloudy,High,8.69,2.47,1,40,43.4,1,15.46,35.59,3.5
DEL-11791,2026-05-22,RDR-050,Motorbike,Zone A - Central,Evening (16-21),Cloudy,Low,3.3,4.12,2,30,11.6,0,6.88,32.08,4.7
DEL-10328,2026-05-22,RDR-015,Scooter,Zone C - South,Night (21-2),Clear,Medium,2.36,0.48,4,35,13.9,0,4.33,30.44,4.9
DEL-10466,2026-05-22,RDR-009,Scooter,Zone B - North,Afternoon (11-16),Clear,Medium,7.43,1.98,2,35,26.9,0,12.75,40.31,4.8
DEL-11344,2026-05-22,RDR-035,Motorbike,Zone B - North,Morning (6-11),Rain,Medium,5.91,0.66,1,35,30.3,0,12.95,38.6,4.7
DEL-11740,2026-05-22,RDR-015,E-Bike,Zone E - West,Morning (6-11),Rain,Medium,13.51,4.22,1,40,66.8,1,8.41,33.59,3.5
DEL-10481,2026-05-22,RDR-034,Motorbike,Zone E - West,Afternoon (11-16),Clear,Medium,3.51,7.91,1,40,18.8,0,7.94,43.15,4.9
DEL-11793,2026-05-22,RDR-035,Motorbike,Zone D - East,Afternoon (11-16),Rain,Medium,2.67,0.6,1,40,18.5,0,6.63,34.23,4.7
DEL-10631,2026-05-22,RDR-024,E-Bike,Zone D - East,Afternoon (11-16),Clear,Low,3.49,1.94,1,40,15.6,0,2.3,23.7,5.0
DEL-11811,2026-05-22,RDR-005,Motorbike,Zone B - North,Evening (16-21),Rain,Low,6.59,0.83,1,35,31.9,0,14.46,41.89,5.0
DEL-11719,2026-05-22,RDR-053,Scooter,Zone A - Central,Evening (16-21),Clear,High,5.28,0.3,3,30,17.5,0,9.08,31.46,5.0
DEL-10432,2026-05-22,RDR-045,Motorbike,Zone E - West,Morning (6-11),Clear,High,3.27,3.42,2,40,21.0,0,7.37,34.25,4.9
DEL-11511,2026-05-22,RDR-005,Motorbike,Zone A - Central,Evening (16-21),Rain,High,6.14,2.74,1,30,46.2,1,14.28,38.7,3.8
DEL-10917,2026-05-22,RDR-019,E-Bike,Zone E - West,Evening (16-21),Clear,High,7.16,3.53,2,40,36.9,0,4.66,24.64,5.0
DEL-10400,2026-05-22,RDR-038,Scooter,Zone B - North,Afternoon (11-16),Clear,Medium,5.97,2.48,2,35,28.2,0,11.27,36.53,5.0
DEL-10761,2026-05-22,RDR-056,Scooter,Zone A - Central,Evening (16-21),Rain,Low,1.73,2.99,1,30,14.0,0,3.19,26.98,4.9
DEL-11095,2026-05-22,RDR-056,Scooter,Zone D - East,Night (21-2),Clear,Medium,7.39,5.23,3,40,33.0,0,12.99,42.91,4.8
DEL-11533,2026-05-22,RDR-052,Scooter,Zone B - North,Evening (16-21),Cloudy,Medium,3.45,2.45,2,35,21.4,0,6.73,33.52,5.0
DEL-10002,2026-05-22,RDR-036,Motorbike,Zone E - West,Morning (6-11),Cloudy,High,7.15,3.13,1,40,33.0,0,16.49,39.29,5.0
DEL-11628,2026-05-22,RDR-022,Scooter,Zone D - East,Morning (6-11),Clear,High,1.94,6.16,1,40,16.3,0,3.65,34.5,5.0
DEL-11005,2026-05-23,RDR-053,Motorbike,Zone E - West,Afternoon (11-16),Clear,Medium,8.94,1.66,1,40,27.7,0,19.72,48.73,4.9
DEL-11152,2026-05-23,RDR-034,Motorbike,Zone D - East,Morning (6-11),Rain,High,3.28,0.59,1,40,27.1,0,7.25,28.32,4.7
DEL-11622,2026-05-23,RDR-049,Motorbike,Zone A - Central,Afternoon (11-16),Cloudy,Low,5.65,2.51,1,30,22.1,0,14.18,35.03,4.7
DEL-11452,2026-05-23,RDR-001,E-Bike,Zone D - East,Morning (6-11),Clear,Low,6.86,3.56,2,40,24.0,0,4.24,28.59,4.9
DEL-11030,2026-05-23,RDR-012,Scooter,Zone A - Central,Afternoon (11-16),Clear,Medium,4.83,3.0,1,30,23.4,0,8.85,33.39,5.0
DEL-11804,2026-05-23,RDR-028,Scooter,Zone A - Central,Evening (16-21),Clear,Low,1.81,4.57,1,30,16.6,0,3.49,27.61,4.8
DEL-10117,2026-05-23,RDR-050,Scooter,Zone C - South,Afternoon (11-16),Clear,High,3.79,1.41,2,35,24.1,0,6.95,33.68,5.0
DEL-10038,2026-05-23,RDR-030,Motorbike,Zone A - Central,Afternoon (11-16),Cloudy,Low,2.32,3.24,3,30,4.0,0,5.41,31.29,4.8
DEL-11369,2026-05-23,RDR-014,Scooter,Zone D - East,Evening (16-21),Clear,High,2.48,3.22,1,40,15.0,0,4.16,29.47,4.9
DEL-10223,2026-05-23,RDR-032,Scooter,Zone A - Central,Night (21-2),Cloudy,Medium,2.47,0.92,1,30,13.8,0,4.75,26.61,5.0
DEL-10619,2026-05-23,RDR-026,Motorbike,Zone B - North,Morning (6-11),Rain,Medium,4.09,4.56,1,35,25.2,0,8.97,34.23,5.0
DEL-10646,2026-05-23,RDR-030,Motorbike,Zone E - West,Afternoon (11-16),Cloudy,High,7.11,1.96,1,40,32.0,0,17.53,39.81,4.9
DEL-11800,2026-05-23,RDR-028,E-Bike,Zone B - North,Evening (16-21),Clear,Low,4.59,2.09,1,35,15.2,0,2.7,31.65,4.9
DEL-10334,2026-05-23,RDR-058,Scooter,Zone A - Central,Evening (16-21),Clear,Low,6.72,1.84,2,30,19.0,0,12.81,34.27,4.6
DEL-11070,2026-05-23,RDR-031,Scooter,Zone D - East,Night (21-2),Clear,Medium,2.14,4.41,1,40,6.1,0,3.79,29.62,5.0
DEL-11971,2026-05-23,RDR-039,E-Bike,Zone C - South,Night (21-2),Clear,Medium,1.89,0.66,1,35,15.3,0,1.1,29.46,5.0
DEL-10925,2026-05-23,RDR-030,Scooter,Zone E - West,Evening (16-21),Clear,Low,7.55,2.93,2,40,24.2,0,13.07,34.83,5.0
DEL-10245,2026-05-23,RDR-018,E-Bike,Zone C - South,Evening (16-21),Rain,Medium,5.6,2.93,1,35,32.1,0,3.14,27.17,4.7
DEL-11164,2026-05-23,RDR-027,Scooter,Zone A - Central,Night (21-2),Clear,Medium,3.25,0.91,2,30,20.8,0,5.77,25.76,5.0
DEL-10482,2026-05-23,RDR-060,Motorbike,Zone E - West,Night (21-2),Clear,Medium,8.76,1.93,2,40,22.9,0,18.93,42.47,4.7
DEL-11133,2026-05-24,RDR-059,Scooter,Zone C - South,Afternoon (11-16),Clear,Low,1.62,3.08,1,35,15.9,0,3.14,26.43,5.0
DEL-10079,2026-05-24,RDR-046,Scooter,Zone D - East,Afternoon (11-16),Clear,Medium,1.14,1.6,3,40,11.6,0,2.01,28.51,5.0
DEL-11751,2026-05-24,RDR-049,Scooter,Zone E - West,Morning (6-11),Cloudy,Medium,4.32,0.43,1,40,14.6,0,7.35,31.31,4.6
DEL-11834,2026-05-24,RDR-022,E-Bike,Zone B - North,Morning (6-11),Cloudy,Low,4.67,1.77,2,35,17.0,0,3.08,28.15,5.0
DEL-10196,2026-05-24,RDR-054,Motorbike,Zone B - North,Evening (16-21),Clear,Low,3.1,0.99,1,35,11.0,0,7.65,36.43,5.0
DEL-10807,2026-05-24,RDR-010,E-Bike,Zone A - Central,Evening (16-21),Rain,Medium,8.45,4.21,2,30,50.8,1,4.9,29.41,3.8
DEL-10513,2026-05-24,RDR-027,E-Bike,Zone C - South,Evening (16-21),Cloudy,High,2.86,2.41,1,35,19.3,0,1.64,20.76,5.0
DEL-10508,2026-05-24,RDR-026,E-Bike,Zone E - West,Night (21-2),Clear,High,2.27,4.11,1,40,11.3,0,1.44,23.71,4.8
DEL-10057,2026-05-24,RDR-032,Scooter,Zone B - North,Afternoon (11-16),Clear,Medium,2.88,1.26,2,35,12.6,0,5.42,29.87,5.0
DEL-11777,2026-05-24,RDR-032,Scooter,Zone C - South,Night (21-2),Clear,High,4.99,3.52,1,35,29.6,0,8.47,34.8,4.6
DEL-10757,2026-05-24,RDR-040,Motorbike,Zone E - West,Afternoon (11-16),Cloudy,Medium,7.08,2.87,3,40,27.3,0,17.79,47.86,5.0
DEL-10902,2026-05-24,RDR-056,Scooter,Zone A - Central,Evening (16-21),Clear,Low,8.28,2.4,2,30,24.4,0,15.03,41.8,5.0
DEL-11204,2026-05-24,RDR-052,Motorbike,Zone D - East,Night (21-2),Rain,High,3.74,2.44,3,40,25.9,0,9.08,40.42,4.8
DEL-11955,2026-05-24,RDR-013,E-Bike,Zone E - West,Afternoon (11-16),Cloudy,Medium,2.64,3.6,1,40,7.8,0,1.52,26.31,5.0
DEL-10684,2026-05-24,RDR-004,E-Bike,Zone B - North,Afternoon (11-16),Cloudy,Medium,1.44,1.97,4,35,11.0,0,0.93,24.55,4.8
